what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1450146536820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146618548
executed,command,org.testng.eclipse,6.9.5.201506120235,"org.testng.eclipse.convertAction",1450146618579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146625740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146629203
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146629983
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1450146630201
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1450146630420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146630513
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1450146640841
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450146641730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146641823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146644226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146663398
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1450146666783
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1450146666815
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1450146666846
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1450146666861
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1450146667017
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1450146667017
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1450146667033
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1450146667080
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1450146667095
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1450146667189
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1450146667205
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1450146667953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1450146668312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1450146673881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1450146678655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146681213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146692430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146692539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146695893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146698498
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1450146705815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450146705830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146712335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146715814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146716672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146724363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146726469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146727389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1450146729340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1450146730634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146731960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146738091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146739199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146750088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146756874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146758106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146763987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146770633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450146775219
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450146792457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146799009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146803830
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146804500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146804610
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450146818603
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146818712
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146818821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146820802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146853032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146854514
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146862252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146863266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146873983
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146875122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146881253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146956757
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450146958301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146961047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450146966039
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146966569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146966647
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450146967271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450146967334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1450146973152
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147017378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147021856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147048376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147057595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147074849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147085769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147085831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147090449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147097921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1450147108358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147116158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147125736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450147132553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147148793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147148855
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147158137
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147159791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1450147177825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147181350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147181537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147181740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147181912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450147182130
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1450147200227
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1450147200305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1450147200929
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1450147201195
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1450147201226
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1450147201351
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1450147201382
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1450147201429
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1450147201444
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1450147201460
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1450147201569
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1450147201585
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450147206842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147210305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147220679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450147225749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147231022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147240725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450147245795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450147251536
