what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1447902107288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902115666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902115682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902118412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902135767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447902135814
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1447902175522
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447902176973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1447902184788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902194559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902194575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902197258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902216411
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447902216442
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447902260708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902282688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902338296
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1447902339903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447902367027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902500053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447902501488
