what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200022858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200027507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200035624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200043803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200048613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200054802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200063516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200068508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200085700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200119096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1449200127312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200131359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200143314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200152258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200157533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200157621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200178805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200200115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200204831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1449200211851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200214237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200220183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200281803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449200290710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200295655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449200320020
